attack_id,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt
646,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
647,2,Armed Assault,10,Journalists & Media,6,Explosives,17.0,Other Explosive Type
648,1,Assassination,7,Government (Diplomatic),8,Incendiary,18.0,Arson/Fire
649,2,Armed Assault,19,Transportation,13,Unknown,,Unknown
650,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,7.0,Grenade
651,4,Hijacking,8,Educational Institution,6,Explosives,7.0,Grenade
652,3,Bombing/Explosion,19,Transportation,6,Explosives,7.0,Grenade
653,3,Bombing/Explosion,6,Airports & Aircraft,13,Unknown,,Unknown
654,7,Facility/Infrastructure Attack,2,Government (General),5,Firearms,2.0,Automatic or Semi-Automatic Rifle
655,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,14.0,Time Fuse
656,1,Assassination,10,Journalists & Media,6,Explosives,15.0,Vehicle
657,1,Assassination,7,Government (Diplomatic),6,Explosives,7.0,Grenade
658,1,Assassination,10,Journalists & Media,6,Explosives,9.0,Letter Bomb
659,1,Assassination,2,Government (General),6,Explosives,8.0,Landmine
660,6,Hostage Taking (Kidnapping),11,Maritime,6,Explosives,16.0,Unknown Explosive Type
661,3,Bombing/Explosion,2,Government (General),5,Firearms,4.0,Rifle/Shotgun (non-automatic)
662,1,Assassination,20,Unknown,5,Firearms,5.0,Unknown Gun Type
663,7,Facility/Infrastructure Attack,9,Food or Water Supply,13,Unknown,,Unknown
664,7,Facility/Infrastructure Attack,19,Transportation,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
665,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,8.0,Landmine
666,2,Armed Assault,19,Transportation,9,Melee,23.0,Knife or Other Sharp Object
667,1,Assassination,7,Government (Diplomatic),5,Firearms,4.0,Rifle/Shotgun (non-automatic)
668,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee,24.0,Rope or Other Strangling Device
669,6,Hostage Taking (Kidnapping),10,Journalists & Media,6,Explosives,16.0,Unknown Explosive Type
670,2,Armed Assault,16,Telecommunication,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
671,3,Bombing/Explosion,21,Utilities,13,Unknown,,Unknown
672,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,7.0,Grenade
673,5,Hostage Taking (Barricade Incident),21,Utilities,5,Firearms,5.0,Unknown Gun Type
674,7,Facility/Infrastructure Attack,19,Transportation,11,Sabotage Equipment,,Unknown
675,1,Assassination,1,Business,6,Explosives,7.0,Grenade
676,3,Bombing/Explosion,7,Government (Diplomatic),13,Unknown,,Unknown
677,7,Facility/Infrastructure Attack,6,Airports & Aircraft,8,Incendiary,18.0,Arson/Fire
678,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,13,Unknown,,Unknown
679,5,Hostage Taking (Barricade Incident),6,Airports & Aircraft,13,Unknown,,Unknown
680,1,Assassination,2,Government (General),6,Explosives,29.0,Sticky Bomb
681,5,Hostage Taking (Barricade Incident),8,Educational Institution,5,Firearms,3.0,Handgun
682,7,Facility/Infrastructure Attack,7,Government (Diplomatic),9,Melee,27.0,Unknown Weapon Type
683,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,7.0,Grenade
684,3,Bombing/Explosion,19,Transportation,6,Explosives,17.0,Other Explosive Type
685,1,Assassination,21,Utilities,5,Firearms,5.0,Unknown Gun Type
686,2,Armed Assault,16,Telecommunication,5,Firearms,5.0,Unknown Gun Type
687,5,Hostage Taking (Barricade Incident),19,Transportation,6,Explosives,16.0,Unknown Explosive Type
688,3,Bombing/Explosion,6,Airports & Aircraft,11,Sabotage Equipment,,Unknown
689,4,Hijacking,4,Military,13,Unknown,,Unknown
690,1,Assassination,18,Tourists,5,Firearms,3.0,Handgun
691,1,Assassination,4,Military,6,Explosives,7.0,Grenade
692,9,Unknown,18,Tourists,13,Unknown,,Unknown
693,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),6,Explosives,16.0,Unknown Explosive Type
694,1,Assassination,20,Unknown,13,Unknown,,Unknown
695,1,Assassination,2,Government (General),6,Explosives,28.0,Dynamite/TNT
696,8,Unarmed Assault,2,Government (General),1,Biological,,Unknown
697,3,Bombing/Explosion,18,Tourists,6,Explosives,8.0,Landmine
698,6,Hostage Taking (Kidnapping),19,Transportation,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
699,1,Assassination,15,Religious Figures/Institutions,8,Incendiary,,Unknown
700,3,Bombing/Explosion,16,Telecommunication,13,Unknown,,Unknown
701,3,Bombing/Explosion,4,Military,13,Unknown,,Unknown
702,3,Bombing/Explosion,3,Police,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
703,2,Armed Assault,17,Terrorists/Non-State Militia,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
704,3,Bombing/Explosion,4,Military,6,Explosives,29.0,Sticky Bomb
705,6,Hostage Taking (Kidnapping),4,Military,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
706,6,Hostage Taking (Kidnapping),18,Tourists,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
707,7,Facility/Infrastructure Attack,11,Maritime,11,Sabotage Equipment,,Unknown
708,3,Bombing/Explosion,21,Utilities,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
709,2,Armed Assault,9,Food or Water Supply,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
710,3,Bombing/Explosion,7,Government (Diplomatic),8,Incendiary,,Unknown
711,7,Facility/Infrastructure Attack,10,Journalists & Media,5,Firearms,5.0,Unknown Gun Type
712,7,Facility/Infrastructure Attack,3,Police,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
713,7,Facility/Infrastructure Attack,19,Transportation,5,Firearms,5.0,Unknown Gun Type
714,5,Hostage Taking (Barricade Incident),3,Police,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
715,1,Assassination,3,Police,6,Explosives,28.0,Dynamite/TNT
716,7,Facility/Infrastructure Attack,10,Journalists & Media,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
717,3,Bombing/Explosion,19,Transportation,8,Incendiary,,Unknown
718,1,Assassination,20,Unknown,5,Firearms,3.0,Handgun
719,7,Facility/Infrastructure Attack,2,Government (General),9,Melee,21.0,Blunt Object
720,9,Unknown,16,Telecommunication,13,Unknown,,Unknown
721,6,Hostage Taking (Kidnapping),12,NGO,13,Unknown,,Unknown
722,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
723,5,Hostage Taking (Barricade Incident),19,Transportation,8,Incendiary,,Unknown
724,3,Bombing/Explosion,16,Telecommunication,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
725,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
726,1,Assassination,16,Telecommunication,5,Firearms,3.0,Handgun
727,7,Facility/Infrastructure Attack,14,Private Citizens & Property,9,Melee,21.0,Blunt Object
728,3,Bombing/Explosion,15,Religious Figures/Institutions,13,Unknown,,Unknown
729,2,Armed Assault,3,Police,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
730,7,Facility/Infrastructure Attack,7,Government (Diplomatic),12,Other,,Unknown
731,5,Hostage Taking (Barricade Incident),19,Transportation,5,Firearms,5.0,Unknown Gun Type
732,1,Assassination,20,Unknown,9,Melee,23.0,Knife or Other Sharp Object
733,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),6,Explosives,16.0,Unknown Explosive Type
734,1,Assassination,20,Unknown,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
735,3,Bombing/Explosion,19,Transportation,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
736,7,Facility/Infrastructure Attack,7,Government (Diplomatic),5,Firearms,2.0,Automatic or Semi-Automatic Rifle
737,1,Assassination,14,Private Citizens & Property,9,Melee,21.0,Blunt Object
738,7,Facility/Infrastructure Attack,19,Transportation,9,Melee,23.0,Knife or Other Sharp Object
739,2,Armed Assault,3,Police,8,Incendiary,18.0,Arson/Fire
740,9,Unknown,22,Violent Political Party,13,Unknown,,Unknown
741,1,Assassination,14,Private Citizens & Property,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
742,3,Bombing/Explosion,5,Abortion Related,6,Explosives,31.0,Pipe Bomb
743,2,Armed Assault,14,Private Citizens & Property,8,Incendiary,18.0,Arson/Fire
744,2,Armed Assault,19,Transportation,8,Incendiary,18.0,Arson/Fire
745,1,Assassination,15,Religious Figures/Institutions,6,Explosives,7.0,Grenade
746,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
747,7,Facility/Infrastructure Attack,8,Educational Institution,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
748,6,Hostage Taking (Kidnapping),5,Abortion Related,5,Firearms,5.0,Unknown Gun Type
749,5,Hostage Taking (Barricade Incident),4,Military,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
750,2,Armed Assault,14,Private Citizens & Property,9,Melee,27.0,Unknown Weapon Type
751,7,Facility/Infrastructure Attack,16,Telecommunication,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
752,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,31.0,Pipe Bomb
753,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),6,Explosives,28.0,Dynamite/TNT
754,5,Hostage Taking (Barricade Incident),6,Airports & Aircraft,6,Explosives,16.0,Unknown Explosive Type
755,2,Armed Assault,18,Tourists,5,Firearms,3.0,Handgun
756,4,Hijacking,10,Journalists & Media,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
757,4,Hijacking,8,Educational Institution,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
758,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,17.0,Other Explosive Type
759,1,Assassination,8,Educational Institution,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
760,5,Hostage Taking (Barricade Incident),3,Police,6,Explosives,16.0,Unknown Explosive Type
761,2,Armed Assault,14,Private Citizens & Property,6,Explosives,16.0,Unknown Explosive Type
762,3,Bombing/Explosion,9,Food or Water Supply,13,Unknown,,Unknown
763,7,Facility/Infrastructure Attack,14,Private Citizens & Property,11,Sabotage Equipment,,Unknown
764,3,Bombing/Explosion,20,Unknown,6,Explosives,15.0,Vehicle
765,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,6,Explosives,28.0,Dynamite/TNT
766,5,Hostage Taking (Barricade Incident),3,Police,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
767,5,Hostage Taking (Barricade Incident),2,Government (General),6,Explosives,16.0,Unknown Explosive Type
768,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
769,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,17.0,Other Explosive Type
770,1,Assassination,14,Private Citizens & Property,6,Explosives,17.0,Other Explosive Type
771,3,Bombing/Explosion,16,Telecommunication,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
772,7,Facility/Infrastructure Attack,6,Airports & Aircraft,13,Unknown,,Unknown
773,1,Assassination,12,NGO,5,Firearms,5.0,Unknown Gun Type
774,3,Bombing/Explosion,3,Police,6,Explosives,12.0,Remote Trigger
775,6,Hostage Taking (Kidnapping),19,Transportation,5,Firearms,3.0,Handgun
776,1,Assassination,17,Terrorists/Non-State Militia,9,Melee,23.0,Knife or Other Sharp Object
777,7,Facility/Infrastructure Attack,7,Government (Diplomatic),5,Firearms,4.0,Rifle/Shotgun (non-automatic)
778,7,Facility/Infrastructure Attack,6,Airports & Aircraft,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
779,4,Hijacking,2,Government (General),5,Firearms,2.0,Automatic or Semi-Automatic Rifle
780,1,Assassination,3,Police,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
781,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,5.0,Unknown Gun Type
782,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
783,3,Bombing/Explosion,19,Transportation,5,Firearms,5.0,Unknown Gun Type
784,5,Hostage Taking (Barricade Incident),16,Telecommunication,13,Unknown,,Unknown
785,4,Hijacking,1,Business,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
786,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,8.0,Landmine
787,1,Assassination,15,Religious Figures/Institutions,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
788,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,8,Incendiary,20.0,Gasoline or Alcohol
789,2,Armed Assault,19,Transportation,9,Melee,21.0,Blunt Object
790,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,8.0,Landmine
791,5,Hostage Taking (Barricade Incident),1,Business,9,Melee,22.0,"Hands, Feet, Fists"
792,8,Unarmed Assault,6,Airports & Aircraft,9,Melee,22.0,"Hands, Feet, Fists"
793,7,Facility/Infrastructure Attack,1,Business,9,Melee,27.0,Unknown Weapon Type
794,6,Hostage Taking (Kidnapping),19,Transportation,5,Firearms,5.0,Unknown Gun Type
795,3,Bombing/Explosion,2,Government (General),6,Explosives,8.0,Landmine
796,3,Bombing/Explosion,21,Utilities,6,Explosives,15.0,Vehicle
797,2,Armed Assault,21,Utilities,13,Unknown,,Unknown
798,3,Bombing/Explosion,11,Maritime,13,Unknown,,Unknown
799,5,Hostage Taking (Barricade Incident),1,Business,6,Explosives,17.0,Other Explosive Type
800,2,Armed Assault,3,Police,6,Explosives,7.0,Grenade
801,2,Armed Assault,15,Religious Figures/Institutions,5,Firearms,3.0,Handgun
802,7,Facility/Infrastructure Attack,1,Business,11,Sabotage Equipment,,Unknown
803,7,Facility/Infrastructure Attack,4,Military,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
804,7,Facility/Infrastructure Attack,21,Utilities,9,Melee,21.0,Blunt Object
805,3,Bombing/Explosion,9,Food or Water Supply,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
806,5,Hostage Taking (Barricade Incident),19,Transportation,6,Explosives,7.0,Grenade
807,1,Assassination,15,Religious Figures/Institutions,9,Melee,22.0,"Hands, Feet, Fists"
808,7,Facility/Infrastructure Attack,11,Maritime,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
809,7,Facility/Infrastructure Attack,11,Maritime,13,Unknown,,Unknown
810,6,Hostage Taking (Kidnapping),16,Telecommunication,13,Unknown,,Unknown
811,1,Assassination,4,Military,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
812,6,Hostage Taking (Kidnapping),3,Police,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
813,4,Hijacking,19,Transportation,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
814,3,Bombing/Explosion,5,Abortion Related,6,Explosives,28.0,Dynamite/TNT
815,6,Hostage Taking (Kidnapping),2,Government (General),2,Chemical,,Unknown
816,2,Armed Assault,1,Business,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
817,7,Facility/Infrastructure Attack,1,Business,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
818,7,Facility/Infrastructure Attack,20,Unknown,11,Sabotage Equipment,,Unknown
819,2,Armed Assault,19,Transportation,8,Incendiary,20.0,Gasoline or Alcohol
820,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,8.0,Landmine
821,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,9,Melee,27.0,Unknown Weapon Type
822,2,Armed Assault,2,Government (General),13,Unknown,,Unknown
823,2,Armed Assault,1,Business,9,Melee,23.0,Knife or Other Sharp Object
824,2,Armed Assault,3,Police,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
825,8,Unarmed Assault,1,Business,1,Biological,,Unknown
826,4,Hijacking,19,Transportation,5,Firearms,3.0,Handgun
827,1,Assassination,2,Government (General),9,Melee,24.0,Rope or Other Strangling Device
828,1,Assassination,2,Government (General),12,Other,,Unknown
829,3,Bombing/Explosion,19,Transportation,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
830,1,Assassination,8,Educational Institution,9,Melee,22.0,"Hands, Feet, Fists"
831,1,Assassination,4,Military,6,Explosives,8.0,Landmine
832,1,Assassination,14,Private Citizens & Property,6,Explosives,8.0,Landmine
833,4,Hijacking,1,Business,13,Unknown,,Unknown
834,8,Unarmed Assault,14,Private Citizens & Property,2,Chemical,,Unknown
835,8,Unarmed Assault,1,Business,2,Chemical,,Unknown
836,3,Bombing/Explosion,10,Journalists & Media,5,Firearms,3.0,Handgun
837,8,Unarmed Assault,9,Food or Water Supply,2,Chemical,,Unknown
838,2,Armed Assault,16,Telecommunication,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
839,5,Hostage Taking (Barricade Incident),6,Airports & Aircraft,6,Explosives,7.0,Grenade
840,5,Hostage Taking (Barricade Incident),4,Military,13,Unknown,,Unknown
841,8,Unarmed Assault,8,Educational Institution,9,Melee,22.0,"Hands, Feet, Fists"
842,3,Bombing/Explosion,6,Airports & Aircraft,8,Incendiary,18.0,Arson/Fire
843,8,Unarmed Assault,9,Food or Water Supply,3,Radiological,,Unknown
844,2,Armed Assault,3,Police,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
845,5,Hostage Taking (Barricade Incident),12,NGO,13,Unknown,,Unknown
846,4,Hijacking,1,Business,5,Firearms,3.0,Handgun
847,8,Unarmed Assault,17,Terrorists/Non-State Militia,2,Chemical,,Unknown
848,1,Assassination,4,Military,8,Incendiary,,Unknown
849,5,Hostage Taking (Barricade Incident),9,Food or Water Supply,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
850,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,14.0,Time Fuse
851,1,Assassination,11,Maritime,5,Firearms,3.0,Handgun
852,3,Bombing/Explosion,21,Utilities,6,Explosives,7.0,Grenade
853,1,Assassination,22,Violent Political Party,8,Incendiary,18.0,Arson/Fire
854,2,Armed Assault,3,Police,8,Incendiary,20.0,Gasoline or Alcohol
855,2,Armed Assault,15,Religious Figures/Institutions,9,Melee,23.0,Knife or Other Sharp Object
856,4,Hijacking,11,Maritime,13,Unknown,,Unknown
857,1,Assassination,15,Religious Figures/Institutions,9,Melee,24.0,Rope or Other Strangling Device
858,1,Assassination,3,Police,6,Explosives,7.0,Grenade
859,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
860,6,Hostage Taking (Kidnapping),3,Police,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
861,7,Facility/Infrastructure Attack,3,Police,8,Incendiary,18.0,Arson/Fire
862,4,Hijacking,11,Maritime,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
863,1,Assassination,8,Educational Institution,6,Explosives,7.0,Grenade
864,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,13.0,Suicide (carried bodily by human being)
865,3,Bombing/Explosion,6,Airports & Aircraft,6,Explosives,8.0,Landmine
866,1,Assassination,6,Airports & Aircraft,6,Explosives,15.0,Vehicle
867,7,Facility/Infrastructure Attack,12,NGO,8,Incendiary,20.0,Gasoline or Alcohol
868,3,Bombing/Explosion,5,Abortion Related,6,Explosives,9.0,Letter Bomb
869,1,Assassination,20,Unknown,6,Explosives,8.0,Landmine
870,3,Bombing/Explosion,5,Abortion Related,6,Explosives,14.0,Time Fuse
871,3,Bombing/Explosion,18,Tourists,6,Explosives,7.0,Grenade
872,8,Unarmed Assault,1,Business,2,Chemical,1.0,Poisoning
873,1,Assassination,12,NGO,13,Unknown,,Unknown
874,2,Armed Assault,14,Private Citizens & Property,6,Explosives,28.0,Dynamite/TNT
875,6,Hostage Taking (Kidnapping),21,Utilities,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
876,6,Hostage Taking (Kidnapping),9,Food or Water Supply,13,Unknown,,Unknown
877,3,Bombing/Explosion,8,Educational Institution,6,Explosives,8.0,Landmine
878,1,Assassination,3,Police,6,Explosives,31.0,Pipe Bomb
879,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,7.0,Grenade
880,2,Armed Assault,4,Military,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
881,5,Hostage Taking (Barricade Incident),10,Journalists & Media,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
882,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,8,Incendiary,,Unknown
883,3,Bombing/Explosion,12,NGO,6,Explosives,15.0,Vehicle
884,6,Hostage Taking (Kidnapping),21,Utilities,6,Explosives,16.0,Unknown Explosive Type
885,3,Bombing/Explosion,19,Transportation,6,Explosives,9.0,Letter Bomb
886,7,Facility/Infrastructure Attack,16,Telecommunication,9,Melee,21.0,Blunt Object
887,3,Bombing/Explosion,4,Military,6,Explosives,9.0,Letter Bomb
888,1,Assassination,22,Violent Political Party,6,Explosives,7.0,Grenade
889,5,Hostage Taking (Barricade Incident),21,Utilities,6,Explosives,16.0,Unknown Explosive Type
890,7,Facility/Infrastructure Attack,21,Utilities,8,Incendiary,18.0,Arson/Fire
891,3,Bombing/Explosion,20,Unknown,6,Explosives,8.0,Landmine
892,7,Facility/Infrastructure Attack,20,Unknown,8,Incendiary,18.0,Arson/Fire
893,2,Armed Assault,2,Government (General),9,Melee,23.0,Knife or Other Sharp Object
894,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,13.0,Suicide (carried bodily by human being)
895,2,Armed Assault,14,Private Citizens & Property,9,Melee,21.0,Blunt Object
896,2,Armed Assault,1,Business,8,Incendiary,18.0,Arson/Fire
897,2,Armed Assault,2,Government (General),9,Melee,21.0,Blunt Object
898,6,Hostage Taking (Kidnapping),20,Unknown,9,Melee,24.0,Rope or Other Strangling Device
899,2,Armed Assault,7,Government (Diplomatic),6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
900,3,Bombing/Explosion,14,Private Citizens & Property,8,Incendiary,20.0,Gasoline or Alcohol
901,7,Facility/Infrastructure Attack,21,Utilities,6,Explosives,,Unknown
902,3,Bombing/Explosion,1,Business,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
903,3,Bombing/Explosion,18,Tourists,13,Unknown,,Unknown
904,1,Assassination,4,Military,6,Explosives,28.0,Dynamite/TNT
905,3,Bombing/Explosion,22,Violent Political Party,13,Unknown,,Unknown
906,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,8,Incendiary,18.0,Arson/Fire
907,8,Unarmed Assault,3,Police,9,Melee,27.0,Unknown Weapon Type
908,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,5,Firearms,3.0,Handgun
909,6,Hostage Taking (Kidnapping),12,NGO,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
910,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,3.0,Handgun
911,6,Hostage Taking (Kidnapping),11,Maritime,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
912,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
913,7,Facility/Infrastructure Attack,10,Journalists & Media,8,Incendiary,20.0,Gasoline or Alcohol
914,7,Facility/Infrastructure Attack,11,Maritime,8,Incendiary,,Unknown
915,6,Hostage Taking (Kidnapping),4,Military,5,Firearms,3.0,Handgun
916,8,Unarmed Assault,3,Police,2,Chemical,1.0,Poisoning
917,7,Facility/Infrastructure Attack,9,Food or Water Supply,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
918,6,Hostage Taking (Kidnapping),3,Police,5,Firearms,3.0,Handgun
919,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,3.0,Handgun
920,7,Facility/Infrastructure Attack,10,Journalists & Media,5,Firearms,3.0,Handgun
921,3,Bombing/Explosion,6,Airports & Aircraft,6,Explosives,13.0,Suicide (carried bodily by human being)
922,3,Bombing/Explosion,1,Business,6,Explosives,13.0,Suicide (carried bodily by human being)
923,7,Facility/Infrastructure Attack,9,Food or Water Supply,2,Chemical,1.0,Poisoning
924,2,Armed Assault,14,Private Citizens & Property,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
925,2,Armed Assault,22,Violent Political Party,5,Firearms,3.0,Handgun
926,1,Assassination,3,Police,6,Explosives,9.0,Letter Bomb
927,2,Armed Assault,15,Religious Figures/Institutions,8,Incendiary,,Unknown
928,7,Facility/Infrastructure Attack,5,Abortion Related,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
929,3,Bombing/Explosion,17,Terrorists/Non-State Militia,13,Unknown,,Unknown
930,1,Assassination,6,Airports & Aircraft,5,Firearms,3.0,Handgun
931,1,Assassination,11,Maritime,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
932,1,Assassination,8,Educational Institution,9,Melee,24.0,Rope or Other Strangling Device
933,1,Assassination,22,Violent Political Party,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
934,1,Assassination,4,Military,6,Explosives,29.0,Sticky Bomb
935,6,Hostage Taking (Kidnapping),22,Violent Political Party,5,Firearms,3.0,Handgun
936,1,Assassination,17,Terrorists/Non-State Militia,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
937,6,Hostage Taking (Kidnapping),12,NGO,5,Firearms,3.0,Handgun
938,3,Bombing/Explosion,2,Government (General),8,Incendiary,18.0,Arson/Fire
939,1,Assassination,12,NGO,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
940,6,Hostage Taking (Kidnapping),9,Food or Water Supply,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
941,2,Armed Assault,11,Maritime,6,Explosives,7.0,Grenade
942,1,Assassination,2,Government (General),10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
943,3,Bombing/Explosion,12,NGO,6,Explosives,8.0,Landmine
944,4,Hijacking,15,Religious Figures/Institutions,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
945,5,Hostage Taking (Barricade Incident),4,Military,5,Firearms,5.0,Unknown Gun Type
946,3,Bombing/Explosion,2,Government (General),2,Chemical,30.0,Explosive
947,2,Armed Assault,22,Violent Political Party,9,Melee,23.0,Knife or Other Sharp Object
948,3,Bombing/Explosion,1,Business,6,Explosives,12.0,Remote Trigger
949,7,Facility/Infrastructure Attack,2,Government (General),11,Sabotage Equipment,,Unknown
950,1,Assassination,8,Educational Institution,6,Explosives,9.0,Letter Bomb
951,2,Armed Assault,3,Police,9,Melee,21.0,Blunt Object
952,7,Facility/Infrastructure Attack,2,Government (General),5,Firearms,3.0,Handgun
953,8,Unarmed Assault,10,Journalists & Media,12,Other,,Unknown
954,6,Hostage Taking (Kidnapping),1,Business,9,Melee,23.0,Knife or Other Sharp Object
955,3,Bombing/Explosion,22,Violent Political Party,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
956,2,Armed Assault,22,Violent Political Party,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
957,1,Assassination,19,Transportation,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
958,6,Hostage Taking (Kidnapping),19,Transportation,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
959,8,Unarmed Assault,2,Government (General),12,Other,,Unknown
960,2,Armed Assault,11,Maritime,8,Incendiary,,Unknown
961,6,Hostage Taking (Kidnapping),21,Utilities,13,Unknown,,Unknown
